CMS CODE,RO NAME,Zone,MOBILE NO,EMAIL IDS,ADDRESS 
45170TA170,Tanvi Petroleum,West I,9890062697,YPK3@REDIFFMAIL.COM,Daund Gat. No. 82/3 & 82/4 Gopalwadi Pune Daund 411004
56083XA083,S L N Fuels,South II,9008585128,yrrchowdary@gmail.com," Sy.Nos.12/2 & 12/3,Gopuradalli Village, Somenhalli Hobli, Gudipande Taluk, Chikkballapur Chikkballapur 562104"
50989NA989,Ram Pal Filling Station,North,9458759434,YSUNIL658@GMAIL.COM,"   ,Amethi ,Amethi 228159"
51462NA462,Shree Sai Filling Station,West III,9413354399,ytrigunayat@gmail.com," Survey No. 605 Village: Paldi, Teh: Sirohi, Distt: Sirohi Sirohi Sirohi 307001"
56135XA135,Yashasvi Filling Station,South II,9490635951,yug.chakri@gmail.com," Sy.No. 95-1A1, Gopuranipalem (V), Pamidimukkala (M), Krishna Krishna 521256"
51231NA231,Yugam Fuel Centre,North,9882052464,YUGAMGARG@GMAIL.COM," Khata/Khatoni No. 91/133, Khasra No. 472 Vill.Upsampada Battamandi,Tehsil.Paonota Sirmour Sirmour 173025"
45647TA647,Mangala Auto,West I,7507204991,YUVRAAJ.PATIL.MBG@GMAIL.COM,"Gartad Phata, NH-3 Survey No. 102/4, Village Amode Shiver,  Dhule Shirpur 425405"
46252TA252,Yuvraj Petroleum,West I,9975866759,YUVRAJPETROLEUM2016@GMAIL.COM," Gut No : 365, Village – Sipora bazar Taluka – Bhokardan, Dist. – Jalna, Jalna Jalna 431105"
46082TA082,Shree sai Petroleum,West II,9157000649,ZALAJASVANT85@GMAIL.COM," Survey No-834,village:Kadjodara, Taluka-Dehgam, Gandhinagar Gandhinagar 382315"
46194TA194,Zeel Petroleum,West II,9427836126,zeelpetroleum@gmail.com," Survey No. 86, Village.Vadatalav, Taluka.Jetpur Pavi ,Distt.Chhota Udepur, Chhota Udepur Chhota Udepur 391165"
51183NA183,YASIR ABSAR FILLING STATION,North,9455423009,ZEHRAABSAR@GMAIL.COM," Khasra No-174 & 175 Village- Sheshpur,Tehsil-  Handia  Allahabad 212402"
50180NA180,Subhani Auto Filling Centre,North,9919878571,ZIKRULLAH1618@GMAIL.COM,Plot No. 119 & 120   Gonda Manakpur 271312
50585NA585,Subhani Automobiles,North,9919878571,ZIKRULLAH1618@GMAIL.COM, Village- Ghari Ghat Pargana-BhudhaPar Dist- Gonda Gonda 271312
45348TA348,V. N. JAISWAL,West I,9422170073,ZIYASHEIKH99@GMAIL.COM,Survey No 91/2   Akola Akot 444103
50193NA193,Sahil Filling Station,North,9792470444,ZSIBTULLAH@GMAIL.COM,Khasra No.195   Deoria Salempur 274206
51923NA923,Jaglan Filling Station (Reconstitution : 50003NA003 ),North,8295904860,," Village -Kithana, Kaithal Road, , Tehsil & District- Kaithal, Kaithal Kaithal 136044"
51959NA959,Aishani Filling Station (Reconstitution : 50542NA542),North,9416214373,," Khewat No 41, Khatoni No 70, Village. Sirohi Bahali, Narnaul, Mahendergarh Mahendergarh 123023"
51632NA632,Surya Filling station (Reconstitution: 50243NA243),North,9415329708,," Khasra No. 37/1 Aksoha,Biswan Sitapur Sitapur 261205"
51108NA108,JAGLAL YADAV FILLING STATION,North,9336098029,," Khasra No 184, Village Gajipur Balram Tehsil Lucknow, District Lucknow Lucknow Lucknow 226021"
51521NA521,Shri Sidhhivinayak Industries,North,8960000927,," Khasra No-293, Village Nejabhari, Tehsil Maliahabad,  Lucknow 226102"
51514NA514,Maa Gayatri Filling Station,North,8427721676,," Araji No-2014, Plot No-6 & 7, Bhoorpur Machariya, Virat Nagar, Kanpur Nagar Kanpur Nagar 208011"
46958TA958,Maa Indira Filling Station (Reconstitution : 45679TA679),West I,7000906621,," Survey No.161, Village. Dupadia, Taluka-Huzur, Bhopal Bhopal 462026"
45684TA684,Akansha Petroleum,West I,9200050701,,  Taluka – Kurwai vidisha Vidisha 464224
47123TA123,R M Petroleum  (Reconstitution : 45696TA696 ),West I,9425640337,," Survey No. 212/1, Vill. Ambanagar, Tal. Ganj, Vidisha Vidisha 464221"
56447XA447,Hariharan Agencies (Reconstitution : 55337XA337),South I,9442897376,," 22/1C, Rangapannur Village, Sankarapuram Taluka, Villupuram Villupuram 606402"
56680XA680,Sai Agencies (Reconstitution : 55424XA424),South I,9840327831,," Survey No. 449/1A3, Mallapadi Village, Nehru Nagar, Bargur Taluk, Krishnagiri Krishnagiri 635104"
55528XA528,SRI KARTHIKEYA AGENCIES,South I,9940788557,," SURVEY NO.17/5A, PANDUR VILLAGE, , ULUNDURPET TALUK, VILLUPURAM VILLUPURAM 606102"
55573XA573,Sri Srinivasa Agencies,South I,9488288959,," S.No. 405/3 (new sub div 405/3B), Chennangkuppam village, Katpadi Taluka Vellore Vellore 632209"
55581XA581,HUSSAIN & HUSSAIN AGENCIES,South I,9790415145,," SURVEY NO.280/8, Veerapandi Village Thirukoilur Taluk, Villupuram District Villupuram Villupuram 605758"
55885XA885,M.S.R. Agencies,South I,9952755341,," Survey No.304A/5 (Old S No.304A/1) of Kainoor Village, Arakonam Taluk, Vellore Vellore 631003"
55946XA946,Niranjan Enterprises,South I,9443239914,," 42/2A,Rajanthangal Village, Thiruvannamalai Taluk, Thiruvannamalai Thiruvannamalai 606755"
55961XA961,Easwar Concerns,South I,9443329990,," Survey No.250/8,Kattumannakoil Village, Kattumannarkoil Taluk, Cuddalore Cuddalore 608301"
55969XA969,Sasthaa  Agencies,South I,9943693808,," Survey No 281/1A,Pudhunilavayal Village, Thirumayam Taluka, Pudhukottai Pudhukottai 622209"
55982XA982,Ganesh Agency,South I,9786226900,," Survey No:566/1&566/2,Agaram Village, Ambur Taluka, Vellore Vellore 635804"
56000XA000,DEVARAJI AGENCIES,South I,9443230366,," Survey No: 161/2 Alangkuppam Village, Villupuram Villupuram 604301"
56558XA558,T.S. Unnikrishnan Contractor (Reconstitution : 55315XA315 ),South I,9495734159,," Survey No.78/17, Kalayapuram Village, Kottarakara Taluk, Kollam Kollam 691521"
55348XA348,Sri Balaji Filling Station,South II,9440067162,, Survey No. 1958  Mahbubh Nagar Nandigama Vill 509233
55407XA407,Sri Lakhsmi Srinivasa Oil,South II,9440927824,,"  SY.NO. 304/A1,RAJUPALEM (V), PRAKASHAM Prakasham 523326"
55410XA410,SRINIVASA FILLING STATION,South II,9849585528,," DEVARAJUGATTU (V) PEDDA ARAVEEDU (M), PRAKASAM Prakasham 523320"
55513XA513,SRI RAMA TULASI FILLING STATION,South II,9948249816,," SY.NO. 341/8A & 341/9, VAVILALA (V), TIRUVUR (M), KRISHNA KRISHNA 521235"
55599XA599,SRI VENKATA VASAVI FILLING STATION,South II,9550036665,," SY.NO. 403/1, GUNTUR ROAD KORRAPADU (V&M), GUNTUR DIST., GUNTUR GUNTUR 522438"
55590XA590,SRI LAKSHMI SRINIVASA FUEL POINT,South II,9949784463,," SY.NO. 92/2B, BUDAVADA(V), CHIMAKURTHY (M), PRAKASAM DIST. PRAKASAM PRAKASAM 523240"
55557XA557,Sri Venkata Dhanalakshmi Agency,South II,9705062475,," Sy.No. 690/A4, Nandhyal Giddalur Road, ,Krishnam setti palli,Giddalur Mandel, Prakasam Prakasam 523357"
55661XA661,SRI SURYA DATTA SAI FILLING STATION,South II,9581848338,," SY.NO. 87/3, Main Road, Garagaparru (V), Palakoderu (M), West Godavari Dist., West Godavari West Godavari 534186"
55800XA800,Sri Veereswara Sai Filling Station,South II,9490914743,," Sy.No. 315/3, Main Road, Taduvai (V) Jangareddygudem (M), West Godavari West Godavari West Godavari 534447"
55678XA678,LAKSHMI VENKATESWARA PETROLIUMS,South II,9440320414,," Sy.No. 1158, Near Industrial Estate, Markapur (V&M), Prakasam Dist. Prakasam Prakasam 523316"
55749XA749,Surya Ganesh Service Station,South II,9949255255,," SY.NO. 134/3, GANAPAVARAM ROAD, VALLURU (V), GANAPAVARAM (M) WEST GODAVARI WEST GODAVARI 534197"
55763XA763,Sri Sairam Filling Station,South II,8466055750,," SY.NO. 125/1,BESIDE KN ROAD, GOVERNMENT HOSPITAL,  VENKATRAMANNAGUDEM (V) WEST GODAVARI WEST GODAVARI 534101"
55861XA861,Srinidhi Service Station,South II,9963556633,," Branch at Sy.No: 305(P), Nizampet Villge Qutbullapur Mandal, Ranga Reddy Ranga Reddy Ranga Reddy 500072"
55838XA838,Anudeep Filling Station,South II,9948206083,," Sy.no.433/A, Maddirala Village, Noothankal Mandal, Nalgonda Nalgonda Nalgonda 508221"
55778XA778,Parvathi Agencies,South II,9849222199,," SY.NO. 150/1, PALAKOL RURAL Y JUNCTION, WEST GODAVARI WEST GODAVARI WEST GODAVARI 534260"
55842XA842,Jagarlamudi Satyanarayana & Co,South II,9440053991,," SY.NO. 893/1B1, Chirala Karamchedu Road, Near Rosaiah Colony, Karamchedu (V&M), Prakasam Prakasam 523168"
56667XA667,Govardhan Filling Station (Reconstitution : 55860XA860 ),South II,9985999809,," Survey No. 152.A,Venkatapur Village, Ieza (Mandal), Jogulamba Gadwal Jogulamba Gadwal 509135"
56057XA057,Pakhi Fuels Llp (Reconst. 55600XA600),South II,9177705522,," Sy.no.21,Majidpur Village, Shamirpet Mandal, Rangareddy Rangareddy 500078"
55859XA859,Sri Datta Filling Station,South II,9666446655,," Survey No: 250/E2,250/E4,250/E5,Warangal Dammaigudem Village, Tirumalayapalem Khammam Khammam 507161"
55878XA878,Laxmi Filling Station,South II,9290288778,," Survey No  : 786/A, Bodulabanda Village, Nelakondapalli Mandal, Khammam, Khammam Khammam 507160"
55882XA882,Sri Filling Station,South II,7386576100,," Survey No  : 184/2, 185/A, Chimanaguntapally, Wanaparthy Mandal Wanaparthy Wanaparthy 509103"
55895XA895,Bogala Peda Malakondaiah Gunturulin,South II,9581456658,," Sy.No.83/1A2, Main Road, Busstand Centre Gunturulinganapalem (V), Prakasam Prakasam 523117"
55858XA858,Sri Sai Iswarya Enterprises,South II,9490255678,," Sy.No. 51/2, 51/4, 51/5, Main Road, Pamarru (V), K.Gangavaram (M), East Godavari East Godavari 533305"
55875XA875,Sri Nagamani Filling Station,South II,9440291742,," Sy.No. 337/1, Nallamadu (V), Unguturu (M), West Godavari Dist. West Godavari West Godavari 534406"
55900XA900,Laxmi Filling Station,South II,9966226324,," Survey No  : 100/A, Nagnool Village, Nagarkurnool (Mahbubnagar) Mandal Mahbubnagar Mahbubnagar 509209"
55923XA923,Sri Lakshmi Venkateswara Oil,South II,9182522402,," Sy.No. 182/2, Main Road, Mutukula (V), Pullalacheruvu (M), Prakasam Prakasam 523328"
55953XA953,Sri Sai Filling Station,South II,7382806379,," S.No.317/6 A,Near Buduthi Jn., Jalumuru(Village & Mandal), Srikakulam Srikakulam 532432"
55901XA901,Amrutha Filling Station,South II,9848567888,," Survey no.: 4, Andugulupeta village, Mandarmarri Mandal and District Adilabad Adilabad 504231"
55866XA866,Sri Maha Lakshmi Filling Station,South II,9949937082,," Sy.No. 653/11 & 653/14, Pedatummidi (V), Bantumilli (M), Krishna Dist Krishna Krishna 521329"
55931XA931,Sri Ramakrishna Filling Station,South II,9573041402,," Sy.No. 721/4, Boddikurapadu (V), Thallur (M), Prakasam Prakasam 523253"
55962XA962,PSR Filling Station,South II,9397353552,," Survey No:129/AA,Kollur Village, Nawabpet Mandal, Mahabubnagar Mahabubnagar 509335"
55851XA851,Saroja Filling Station,South II,9676240640,," House No.3-6-813,Plot No.7, Survey No:15 Thirumalgiri Village, Secunderabad, Ranga Reddy Ranga Reddy 500015"
55976XA976,Sri Vaishnavi Filling Station,South II,8332898110,," Survey No:428/A/1,Chennaram Village, Ravelly Mandal, Wanaparthy Wanaparthy 509206"
55769XA769,Shiva Ramakrishna Oil Company,South II,9848392163,," Sy No :747/AA,747/U , Nalgonda Urban, Nalgonda Mandal,Nalgonda Dist Nalgonda Nalgonda 508001"
55893XA893,Balaji Auto Gas Station,South II,9700588976,," Survey No : 4-77, Bairamalguda, Chamapet Road, LB Nagar, Saroor Mandal, Rangareddy Rangareddy 500079"
55863XA863,Channakesava Filling Centre,South II,9866805891,," SY.NO.137/2C,NRT Road, Nr Bharat Gas OFF Durvi Village, Durgi Mandal, GUNTUR GUNTUR 522814"
55987XA987,DVR Filling Station,South II,9966181801,," Survey No:507E, Peddemul Village & Mandal, Vikarabad Vikarabad 501142"
47105TA105,Sara Filing Station (Reconstitution : 45248TA248 ),West I,9301910022,," Survey no. 692/2, Village. Gram Guradia, Taluka. Mandsau, Mandsaur Mandsaur 458002"
46272TA272,Maa Ashapuri Fuels,West I,9977748806,," Survey No. 443/1/2, P. H. No. 89, Village - Sardarpur, Tehsil - Sardarpur, Dhar, Dhar, 454441"
46199TA199,Bhadoria Fuels,West I,7869939977,," Survey No. 263/1/1-MIN and 263/2/1-MIN, P.H. No. 43/78, Village - Rangaarakhedi, Dhar Dhar 454001"
46436TA436,Mundri Petroleum,West I,9893025105,," Survey No. 378/1/1, P.H. No. 29 Village - Mundri, Tehsil - Ratlam Ratlam Ratlam 457001"
46104TA104,Annapurna Filling Station,West I,9425977855,," Survey No. 1997, P.H. No. 6, Village -Dhalpat, Tehsil - Suwasara, Mandsaur, Mandsaur, 458888"
46338TA338,Malwa Petroleum,West I,9826690786,," Survey No. 158/6 & 158/7, P.H. No. 66, Village: Sirpur,Tehsil: Khandwa, Khandwa Khandwa 450051"
51401NA401,Shri Krishna Filling Station,West III,9828508688,," Khasra no. 651, Village Lachharsar, Tehsil Ratangarh Dist Churu Churu Churu 331022"
50943NA943,Shaheed Prem Singh Indoliya,West III,9784042008,," Khasra.413, Village-Sundrawali Tehsil-Nagar, Bharatpur Bharatpur 321205"
50031NA031,Raj Filling Station,West III,9414121111,,Sojat   Pali Atbada 306401
45045TA045,Shivani Petrol Pump,West I,9421450000,,"Taluka : Kaij Survey No.210/2 Mangwadgaon Pati, Beed Beed 413207"
45070TA070,Kadam Highway Services,West I,9422741234,,Beed Manjarsumba Nh-24 Taluka -beed Beed Beed 413207
45096TA096,S L Laddha,West I,9028543333,," Gut No. - 1407,hissa No. 2 Barshi Solapur Barshi 413001"
45135TA135,Balaji Petroleum,West I,9922633339,,Koregaon Lonand Satara Road Vathar Station Satara Satara 415510
45243TA243,Vijay Services,West I,9405255050,, Gut No. 362 / 4 At Post & Taluka : Kille Dharur Beed Kille Dharur 413207
45321TA321,Gulabchand Bhikchand & Co,West I,9423389179,,Jamkhed Gut No.1415 Ahmednagar-beed Road Ahmednagar Jamkhed 413201
45328TA328,BABA PETROL PUMP,West I,9881959999,, Survey No.2502 Tuljapur Osmanabad Tuljapur 413515
45587TA587,Siddhnath Petroleum,West I,9823576000,,"Village Terkheda, Gut No. 566 & 567  Osmanabad Washi 413525"
45648TA648,Mahatma Phule Auto Service Station (Reconst 45013TA013),West I,9922261990,,"Village Balamtakli, Taluka Shevegaon Ahmednagar Ahmednagar Balamtakli 413304"
45649TA649,NAK Gasoline Corporation,West I,9604958057,,"Village - Sastewadi Survey No. 46/2B/2, Village - Sastewad   Phaltan 415523"
45650TA650,Matoshree Petroleum,West I,9623175145,,"Village Karala,  Gut No.15, Osmanabad Paranda 413505"
45657TA657,Chadchankar Auto Services (Reconst: 45327TA327),West I,9422459118,,Plot No. 1 Survey No. 10/2 Majrewadi Solapur Solapur 413003
45660TA660,MAULI HIGHWAY SERVICES,West I,9552641414,," Survey No.561, Village & Taluka Georai,  Beed Beed 431515"
45680TA680,Shivprasad Service Station,West I,9552641414,,"Plot No.1, M27 Gut No.28/1 & 31/1  Ahmednagar Ahmednagar 414006"
45697TA697,Laxmi Petroleum,West I,8108653784,, Survey /Gut No:62/1/3 Village Shelgaon Solapur Solapur 413401
45783TA783,Mira Petroleum,West I,9822681489,, Village-Nagobachiwadi  Solapur Solapur 413401
45932TA932,DWARAKESHAM PETROLEUM,West I,7350014801,," GUT NO. 211/B-1, VALSANG, SOLAPUR SOLAPUR 413228"
46289TA289,Jagdamba Petroleum,West I,9766089595,," Gat no-146/1 , Village-Mandali Taluka- Karjat District- Ahmednagar Ahmednagar Ahmednagar 414401"
46322TA322,Shri Vetoba Petroleum,West I,9764358999,," Survey No. 73, Hissa- 6/1, Vill- Ravdas, Taluka- Vengurla, distt- Sindhudurg Sindhudurg Sindhudurg 416516"
46403TA403,Malhar Petroleum,West I,7709233830,," S. No. 28, Vill. Warulwadi, Tal Junner Pune, Pune Pune 410504"
46336TA336,Manas Petroleum,West I,7387127575,," Survey No.244/AA/7, Village – Patoda Taluka – Patoda, Dist. – Beed Beed Beed 414204"
46385TA385,Haridas Bhimrao Sawant Petroleum,West I,9028749944,," Gat No. 235, Vill- Dasur, Taluka- Malshiras, Distt. Solapur Solapur Solapur 413113"
46405TA405,Shree Devi Sateri Fuel Station,West I,9421270065,," Survey No. 321, Hissa no.28, Village- Vengurla, Taluka Vengurla, Sindhudurg Sindhudurg 416516"
46487TA487,Sangram Petroleum,West I,9423027766,," Survey No. 2199, Vill. - Alsand, Taluka - Khanapur, Distt.- Sangli, Sangli Sangli 415311"
46511TA511,Heramb Petroleum,West I,7385079789,," Gat no. 41/2 Vil-Virawade, Taluka-Karad, Dist. – Satara, Satara Satara 415105"
46495TA495,Gawade Petroleum,West I,9822554190,," Gat 1638 (3596 old), Vill. Chakan Tal. Khed, Dis. Pune Pune Pune 412405"
46274TA274,Kaveri Petrol Depot,West I,9850733993,," Gut No. 228, Vill Kharabwadi, Tal: Khed  Pune Pune 410501"
46433TA433,R. N. Dhage Petroleum,West I,8888793058,," Gut No. 654, At.- Barshi, Taluka - Barshi, Distt- Solapur Solapur Solapur 413101"
46484TA484,Ashoka Petroleum Corporation,West I,9850050555,," Gat No 240 ( part) 241 (part)242 (part), Vil-Mangaon, Taluka-Hathkanangle, Kolhapur Kolhapur 416118"
46416TA416,Lakshmi Narayan Highway Services,West I,8600936727,," Survey No- 323/1/A, Village - Kurul, Taluka - Mohol, Dist - Solapur Solapur Solapur 413213"
46477TA477,Bhairavnath Petroleum Agency,West I,9665721900,," Gat no.  105/1A/1, Village – Sankh Taluka – Jath, Dist. – Sangli Sangli Sangli 416412"
46567TA567,Swagat Petroleum,West I,9421588930,," Gat No. 23, village.Nimbodi, Taluka. Ahmednagar, Ahmednagar Ahmednagar 414002"
46505TA505,Shreeram Petroleum,West I,7709553113,," Gat. No. 159/10, A/P Avasari BK, Tal Ambegaon, Pune Pune 412405"
46545TA545,Harshraj Petroleum,West I,9764068125,," Gat No. 169, Vill. - Chinchini Ambak, Taluka - Kadegaon, Sangli Sangli 415303"
46512TA512,Jai Malhar Petrol pump,West I,8308844773,," Gat No 814, village-walki, Taluka & District-Ahmednagar Ahmednagar Ahmednagar 414006"
45014TA014,Rajdeep Petroleum,West II,9374311111,," At Jhakhar Patia, Jamnagar - Khamballia Sh 25 Jamnagar Vadinar 361010"
45036TA036,Virani Petroleum Company,West II,9974466166,,"Taluka Gadhada Village Tatam, District Bhavnagar Bhavnagar Tatam 364750"
45042TA042,Valani Petroleum,West II,9427430731,," At: Amarapur, Taluka Jasdan Rajkot Amarapur 360050"
45117TA117,Shri Khodiyar Petroleum,West II,9427218291,, Survey No.126 Paiki At Bagvadar Porbandar Bagvadar 360590
45123TA123,Vijay Petroleum,West II,9428181835,,"Sihor Songadh Songadh City, Rajkot-bhavnagar Highway Bhavnagar Songadh 364250"
45234TA234,VRUNDAVAN PETROLEUM,West II,9924521414,," Mahua - Savar Kundla Road  Amreli Vijapadi, Rajula 364530"
45245TA245,Rudee Petroleum,West II,9824275407,,"Jasdan Opp.gidc, On Jasdan-atkot Road Survey No. 30 Paiki Rajkot Jasdan 360050"
45276TA276,Vachhraj Petroleum,West II,9898279560,," Sy.no.47, Paiki 7, Asiapath Nr.krishna Hotel Porbandar Hanumangadh 360550"
46542TA542,Dharam Petroleum (Reconstitution: 45310TA310),West II,9978241547,," Village Bagasara,  Amreli Amreli 365440"
45519TA519,Shiv Petroleum,West II,9428797276,," Plot No.32/33,Survey No. 565 SH-34,Chittal Road Amreli Amreli 365601"
45520TA520,Jay Jagannath Petroleum,West II,9925047216,,Survey No. 49/1 P   Rajkot Savdi 361220
45689TA689,Jay Bhagwati Petroleum (Reconst: 45574TA574),West II,9558925234,,"Survey No. 50/P, G30   Jamnagar Modpar 361013"
45637TA637,Shree Ambika Petroleum,West II,9825731852,,"Village & Taluka Lalpur, Survey No. 54, Paiki 1,  Jamnagar Jamnagar 361170"
45640TA640,Lalan Petroleum (Reconst: 45205TA205),West II,9913616150,, Ravapar Nakhtrana Kutch Ravapar 370625
45486TA486,Sardar Petroleum,West II,9825733666,,S No.310/Paiki 1   Jamnagar Kalawad 361162
45859TA859,MARUTI PETROLEUM,West II,8866622208,, Survey No. 258 Paiki 5  Rajkot Rajkot 360050
45860TA860,SHIV PETROLEUM,West II,9427752169,,Palitana Survey Number 35 / P4  Bhandariya Bhavnagar Bhavnagar 364270
45888TA888,Shree BalKrushn Petroleum,West II,9879106105,, Shree balkrushna Petroleum Vill : Navagam Jamnagar Jamnagar 361160
45913TA913,City Sky Petroleum,West II,9979590011,,"  Survey No.30/Paiki 1/Paiki 1, Village -Kalyanpur, Dev Bhoomi Dwarka, Dev Bhoomi Dwarka, 361335"
45936TA936,Krishna Petroleum,West II,9825258085,, Village -Pipar Navi  Jamnagar Jamnagar 361170
45974TA974,Milan Petroleum,West II,9979995151,," Survey Number 48/ Paiki 1,Village Jamvanthali, Taluka Jamnagar Rural Jamnagar Jamnagar 361130"
46217TA217,SHIV PETROLEUM,West II,9924102202,," Survey Number : 9/2, Paiki 1, Village : Khakhijalia, Taluka : Upleta, Rajkot Rajkot 360490"
45975TA975,Vindhyavasini Petroleum,West II,9067176717,," Survey Number 218/1 Paiki 1, Village Visavada, Taluka Porbandar Porbandar Porbandar 361130"
45981TA981,Veer Savarkar Petroleum,West II,9979362893,," 513 Paiki 1/Paiki 2 & 513 Paiki 3 Village-Sodhana, Taluka-Porbandar, Porbandar Porbandar 360590"
46020TA020,Shri Surya Narayan Petroleum,West II,9979875757,," Survey No. 99 Paiki 1, Village Bhadli Taluka Vinchiya, Rajkot, Rajkot, 360050"
46018TA018,Shri Devangi Petroleum,West II,9737456569,," Survey No.217 paiki 2, Village -Bhadra, Taluka –Mahuva, Bhavnagar Bhavnagar 364290"
45979TA979,Kamani Petroleum,West II,9426492008,," 9/Paiki 1,Village-Roghada,aluka-Kutiyana  Porbandar Porbandar 362650"
46014TA014,Ramdoot Petroleum,West II,8530305099,," Survey No. 348/1 Paiki 1, Village –  Khajurda, Taluka – Jam kandorna, Rajkot Rajkot, 360405"
46005TA005,Sitaram Petroleum,West II,9924259999,," Survey No.6/1, Village -Padva, Taluka –Ghogha, Distt. –Bhavnagar, Bhavnagar, Bhavnagar 364050"
46155TA155,Laxmi Petroleum,West II,8530721313,," 89/Paiki 2/Paiki 1,Village-Juvanpur Taluka-Kalyanpur, Distt.-Devbhumi Dwarka Devbhumi Dwarka, Devbhumi Dwarka, 361315"
46410TA410,Bansidhar Petroleum,West II,9427281628,," Survey No. 134/2, Village - Tanasva, Taluka - Upleta, Distt. - Rajkot, Rajkot Rajkot 360530"
46369TA369,Gopnath Petroleum,West II,9429141816,," 234 (Old Survey no. 86/Paiki 1), Village-Karshanpar, Taluka-Jamjodhpur, Jamnagar Jamnagar 360530"
46158TA158,Dev Petroleum,West II,9825211946,," 220/Paiki 4, Vilage – Vasai, Taluka – Jamnagar, Distt. – Jamnagar, Jamnagar Jamnagar 361006"
46390TA390,Vraj Petroleum,West II,9924541111,," 79/1 & 79/2 Plot No. 6 & 7, Village  Meghpar, Taluka – Lalpur , Jamnagar Jamnagar 361280"
46430TA430,Mahakali Petroleum,West II,9879377898,," Survey No. 33 Paiki 10/Paiki 1 Plot No.12, Village – Rabarika, Rajkot Rajkot 360370"
46460TA460,Vishal Trading Co,West II,9427281628,," Survey No. 144/P1/P3, Village- Jetlsar, Taluka- Jetpur, Distt.- Rajkot, Rajkot Rajkot 362001"
46452TA452,Aai Jamad Petroleum,West II,9820152247,," Survey No. 207, Village - Chitrod, Taluka - Rapar, Kutch Kutch 370145"
46367TA367,Shiveshwar Petroleum,West II,9638699999,," 219/1/Paiki 2/Paiki 1,219/1/Paiki 3& 220 Vilage–Moti Banugar, Taluka – Jamnagar Jamnagar Jamnagar 361120"
46411TA411,Matrakrupa Petroleum,West II,9427355841,," Survey No. 122/Paiki 1, Village- Untvad, Taluka- Babra, Distt.- Amreli Amreli Amreli 365421"
46021TA021,Shiv Petroleum,West II,9426333637,," Survey No.48, Village -Barwala,  Taluka –Barwala , Distt. –Botad Botad, Botad, 382450"
46343TA343,Murlidhar Petroleum,West II,9427752169,," Survey No.129 Paiki 3, Village – Thadach Taluka – Palitana, Distt.– Bhavnagar Bhavnagar Bhavnagar 364002"
46373TA373,Shree kandhli krupa Petroleum,West II,9979362893,," 99/Paiki 1,Village-Shingda, Taluka-Porbandar, Distt.-Porbandar, Porbandar Porbandar 360590"
46115TA115,Somnath Petroleum,West II,9426202514,," NH-27, Survey No. 1158/P1, Village – Palasva, Taluka – Rapar, Distt. – Kutch Kutch Kutch 360001"
46482TA482,Morbia Brothers Petroleum,West II,9879671001,," Survey No. 616/3, Village – balasar Taluka – Rapar, Distt. – Kutch, Kutch Kutch 370165"
46528TA528,Veer Maruti Petroleum,West II,8140413130,," Survey No. 39 Paiki 4, Village – Mota Hadmatiya, Rajkot Rajkot 360110"
46548TA548,Sri Dwarkadhish Petroleum,West II,8128982682,," Survey No.2/2 Paiki 1,Village–Babarkot, Taluka–Botad, Botad Botad 365540"
46179TA179,Somnath Petroleum,West II,9824243738,," 186/Paiki 1,Village-Padapadar, Taluka-Una,Distt.- Gir Somnath, Gir Somnath, Gir Somnath, 362560"
46108TA108,Vishawas Petroleum,West II,9925103618,," Survey No.624/1 Paiki 2 Paiki,  Village -Ranpur, Taluka –Ranpur, Botad Botad 364710"
46634TA634,Sheth Petroleum,West II,9638900013,," Survey No.154,Plot No.96,97 & C, Village-Wankaner,Taluka-Wankaner, Morbi Morbi 363621"
46628TA628,Vikrant Petroleum,West II,9879325046,," Survey No.313/Paiki 2,Village.Vanthali, Taluka.Vanthali, Junagadh Junagadh 362610"
46112TA112,Janta Petroleum,West II,9426255155,," Survey No. 433 Paiki 1/Paiki 1, Village Bagasara, Taluka - Bagasara, Amreli, Amreli, 365440"
46629TA629,Jay Shree Bajrang Petroleum,West II,9978864007,," Survey No.358 (Old Survey No.60/Paiki 1) Village-khiri,Taluka – Jodiya, Jamnagar Jamnagar 361140"
46099TA099,Bhumi Petroleum,West II,9824821431,," 569/Paiki 1, Village – Lodhava, Taluka – Sutrapada, Distt. – Gir Somnath Gir Somnath, Gir Somnath, 362277"
51772NA772,Naman Filling Station (Reconstitution :50210NA210),West III,9414110828,," Khasra.No-220,Village - Sidiyas, Chouraha, Bhilwara Bhilwara 311001"
51849NA849,Sanwariya Seth Filling Station (Reconstitution : 50841NA841),West III,9351479514,," Khasra No: 103, 136/6,Village:Gopalpura, Tehsil - Pachpahad, Jhalawar Jhalawar 326502"
51280NA280,Narbada Filling Station,West III,9414683300,," Survey No.1486/1,1486/2,  Village-Menar Tehsil - Vallabhnagar, Distt. - Udaipur, Udaipur Udaipur 313602"
51419NA419,Lucky Petrolioum,West III,9833194271,," Khasra No. 42/1554, 42/1557, 44/1555, 44 Village – Dhamotar, Tehsil – Pratapgarh Pratapgarh Pratapgarh 312616"
51207NA207,Ratan Raj Filling Station,West III,9001413713,," Khasra No. 934/845, Village: Devgaon Tehsil: Simalvada , Dist.: Dungarpur, Dungarpur Dungarpur 314403"
51416NA416,K.H. Meena Filling Station,West III,9549721494,," Khasra No. 2939/1, Village:Dagar, Tehsil:Salumber, District:Udaipur Udaipur Udaipur 313026"
